id,Gene,baseMean,log2FoldChange,pvalue,padj,Biotype,Orthologous_human_gene
ENSDARG00000038792,klf4,545.5565421,0.631981594,5.14E-05,0.004398444,protein_coding,KLF2
ENSDARG00000060879,SLC28A2,758.8022924,0.689672453,5.19E-05,0.004428402,protein_coding,SLC28A1
ENSDARG00000055313,slc12a10.1,133.4910172,0.775577551,5.25E-05,0.004447514,protein_coding,SLC12A3
ENSDARG00000070775,cyp2x9,2561.038795,-0.66602298,5.26E-05,0.004447514,protein_coding,NA
ENSDARG00000026028,ankrd44,1288.890877,0.401398084,5.56E-05,0.004679384,protein_coding,ANKRD44
ENSDARG00000087813,GPR112 (1 of 2),639.4785322,0.521025108,5.66E-05,0.004744694,protein_coding,GPR112
ENSDARG00000057911,ACTC1,2787.91024,-0.861269546,5.72E-05,0.004776413,protein_coding,ACTA2
ENSDARG00000037857,tmem184a,976.4313688,0.473255738,5.80E-05,0.00482041,protein_coding,TMEM184A
ENSDARG00000067520,SLC27A5 (4 of 4),1037.43877,-0.461891784,5.84E-05,0.004838243,protein_coding,SLC27A2
ENSDARG00000092736,si:ch211-284a16.4,191.663144,0.91369916,6.02E-05,0.004962131,processed_transcript,NA
ENSDARG00000067741,itpkcb,2891.029983,0.418646374,6.18E-05,0.005080137,protein_coding,ITPKC
ENSDARG00000087216,NDUFAF3,2445.142187,0.293927694,6.35E-05,0.00519943,protein_coding,NDUFAF3
ENSDARG00000055240,xdh,1582.288317,0.829591361,6.40E-05,0.00521314,protein_coding,XDH
ENSDARG00000092787,C10H9orf123,507.9316883,-0.368955802,6.67E-05,0.005402999,protein_coding,C9orf123
ENSDARG00000002745,tdh,5820.607941,0.476807522,6.68E-05,0.005402999,protein_coding,TDH
ENSDARG00000078676,C25H11orf9,726.2382132,0.305321075,6.83E-05,0.005490744,protein_coding,MYRF
ENSDARG00000027799,ucmaa,2062.279988,-0.35258876,6.86E-05,0.005490744,protein_coding,UCMA
ENSDARG00000089336,10-Sep,4373.035976,-0.56900506,6.87E-05,0.005490744,protein_coding,10-Sep
ENSDARG00000079420,dpp4,1046.632523,0.495575179,6.95E-05,0.005534643,protein_coding,DPP4
ENSDARG00000075903,socs7,319.1949661,-0.55200465,7.00E-05,0.00554631,protein_coding,CHADL
ENSDARG00000010255,bin2b,766.853136,-0.451498172,7.12E-05,0.005601446,protein_coding,BIN2
ENSDARG00000063345,CREG1,668.97496,0.537100111,7.12E-05,0.005601446,protein_coding,CREG1
ENSDARG00000077709,IQSEC2,1072.129758,0.41617388,7.27E-05,0.005696719,protein_coding,IQSEC2
ENSDARG00000001915,phc2b,23.19441527,0.863041073,7.42E-05,NA,protein_coding,NA
ENSDARG00000017744,smc2,5783.917048,-0.315530738,7.45E-05,0.005816854,protein_coding,SMC2
ENSDARG00000014947,igfbp1a,4574.39143,0.736771035,7.56E-05,0.005875544,protein_coding,IGFBP1
ENSDARG00000017490,cel.1,18959.452,0.555123741,7.71E-05,0.005974898,protein_coding,CEL
ENSDARG00000040301,lrrc20,1291.52237,-0.324506828,7.86E-05,0.006065599,protein_coding,LRRC20
ENSDARG00000074927,-,1005.21115,-0.387038062,8.03E-05,0.006167819,protein_coding,BUB1B
ENSDARG00000071876,RELL2,257.4291912,0.630751888,8.05E-05,0.006167819,protein_coding,RELL2
ENSDARG00000092250,BX072532.2,957.5734022,0.792994878,8.27E-05,0.006311904,protein_coding,GP2
ENSDARG00000018459,msrb2,2226.539797,-0.317143768,8.30E-05,0.006312742,protein_coding,MSRB2
ENSDARG00000054534,ACOT12,127.2606086,0.7660685,8.53E-05,0.006458273,protein_coding,ACOT12
ENSDARG00000014916,slc10a2,803.6835022,0.585210187,8.64E-05,0.006520825,protein_coding,SLC10A2
ENSDARG00000052947,irx3a,1356.521843,-0.256711615,8.73E-05,0.006567334,protein_coding,IRX3
ENSDARG00000015566,dnmt3ab,3115.426562,-0.236143129,9.07E-05,0.006795239,protein_coding,DNMT3A
ENSDARG00000004866,fam63a,891.6533961,0.505799422,9.14E-05,0.006822083,protein_coding,FAM63A
ENSDARG00000036428,EMP3 (1 of 2),1755.066963,0.459872656,9.34E-05,0.006946198,protein_coding,EMP3
ENSDARG00000054374,alg13,45.76604729,0.83053444,9.52E-05,NA,protein_coding,ALG13
ENSDARG00000036895,dap1b,780.1195229,0.615197966,9.82E-05,0.007278437,protein_coding,DAPL1
ENSDARG00000042332,plin2,5641.212658,0.729718079,9.99E-05,0.007376093,protein_coding,PLIN2
ENSDARG00000028396,fkbp5,9305.92796,0.829408774,0.000100447,0.007381893,protein_coding,FKBP5
ENSDARG00000096433,AL929220.2,770.1139848,-0.371428687,0.00010072,0.007381893,protein_coding,ROCK2
ENSDARG00000019949,hsp47,3474.443911,0.411166265,0.000102607,0.007493223,protein_coding,SERPINH1
ENSDARG00000012499,per1b,1198.686262,0.389084302,0.000106181,0.007726544,protein_coding,PER1
ENSDARG00000013222,SLC35A3 (1 of 2),528.690732,-0.464693024,0.00010706,0.007749256,protein_coding,SLC35A3
ENSDARG00000095304,si:ch211-207c6.2,360.5253134,0.768961114,0.000107254,0.007749256,processed_transcript,NA
ENSDARG00000014943,kif23,2750.07029,-0.389392107,0.000109674,0.007887079,protein_coding,KIF23
ENSDARG00000069261,metap2a,771.7490319,-0.457349309,0.000109935,0.007887079,protein_coding,METAP2
ENSDARG00000016793,crybb1l2,14804.37127,0.329313902,0.000113114,0.008086645,protein_coding,CRYBB1
ENSDARG00000077177,map2k4b,1117.572501,0.295086311,0.000116564,0.008294104,protein_coding,MAP2K4
ENSDARG00000019420,etnk1,6293.288704,0.373588044,0.00011683,0.008294104,protein_coding,ETNK1
ENSDARG00000045627,cyp3a65,12129.11918,0.727216262,0.000120189,0.008502969,protein_coding,CYP3A4
ENSDARG00000003016,eef2b,150535.1802,0.261444875,0.000121535,0.008545492,protein_coding,EEF2
ENSDARG00000059529,-,762.2981988,0.719275383,0.000121629,0.008545492,protein_coding,KIAA0895L
ENSDARG00000014433,myl12.1,15586.9919,-0.285156768,0.000122293,0.008555051,protein_coding,MYL12A
ENSDARG00000032324,epb41l5,1206.987751,0.265813231,0.000122605,0.008555051,protein_coding,EPB41L5
ENSDARG00000039116,nr5a5,997.8733546,0.613047439,0.00012306,0.008557523,protein_coding,NA
ENSDARG00000004930,lmo7a,4070.989111,0.562515159,0.000123584,0.008564718,protein_coding,LMO7
ENSDARG00000061928,NUMA1 (1 of 2),1631.128104,-0.350779844,0.000124481,0.008597613,protein_coding,NUMA1
ENSDARG00000005485,ucmab,487.5558854,0.480796768,0.000125781,0.008656999,protein_coding,UCMA
ENSDARG00000058476,stc1l,164.0991126,-0.865550288,0.00012619,0.008656999,protein_coding,STC1
ENSDARG00000051887,SLC7A5,2626.882147,0.343209587,0.000126834,0.008671955,protein_coding,SLC7A5
ENSDARG00000055539,epdl2,7593.271819,0.411785823,0.00012773,0.00870402,protein_coding,EPDR1
ENSDARG00000025375,idh1,10801.26406,-0.516911838,0.000128319,0.008708516,protein_coding,IDH1
ENSDARG00000020076,brdt,1586.326178,0.288977324,0.000128651,0.008708516,protein_coding,BRDT
ENSDARG00000059836,ddit3,2245.091278,0.533988921,0.000131119,0.0088462,protein_coding,DDIT3
ENSDARG00000016651,zfp106,13841.39526,-0.386453108,0.0001325,0.00890989,protein_coding,ZFP106
ENSDARG00000031278,CU570981.1,121.4800838,0.663668765,0.000133704,0.008961217,protein_coding,NA
ENSDARG00000089369,FDXR,2493.447033,-0.541191642,0.000135686,0.009027667,protein_coding,FDXR
ENSDARG00000075017,polr2m,765.3427225,0.45655981,0.000135984,0.009027667,protein_coding,MYZAP
ENSDARG00000038025,cbx7a,195.2703499,0.690398812,0.000136024,0.009027667,protein_coding,CBX7
ENSDARG00000096073,VWA1 (2 of 2),1009.058645,0.330866028,0.000137723,0.00911075,protein_coding,COL19A1
ENSDARG00000026829,cotl1,13951.39712,-0.273623094,0.000138868,0.009156777,protein_coding,COTL1
ENSDARG00000090785,diaph3,1035.562275,-0.389531915,0.000139932,0.009197165,protein_coding,DIAPH3
ENSDARG00000009208,prkcda,1745.850697,-0.255527192,0.000144342,0.009456477,protein_coding,PRKCD
ENSDARG00000005251,rpe,1345.862019,-0.425492373,0.000147783,0.009650915,protein_coding,RPE
ENSDARG00000016200,trib3,2530.416579,0.32171712,0.000151894,0.009887695,protein_coding,TRIB3
ENSDARG00000055991,hmbsb,1784.424577,0.470367717,0.000152502,0.009895651,protein_coding,HMBS
ENSDARG00000068680,ctrl,27147.86439,0.48135849,0.000155135,0.010034523,protein_coding,CTRL
ENSDARG00000022399,ntmt1,2726.504126,-0.716405393,0.000156521,0.010074983,protein_coding,NTMT1
ENSDARG00000096060,si:ch211-202c4.2,202.258008,-0.84489155,0.000156749,0.010074983,protein_coding,NA
ENSDARG00000033160,nr1d1,308.6202953,0.683940143,0.000158808,0.010175174,protein_coding,NR1D1
ENSDARG00000091027,aqp1a.2,64.79786983,-0.69327364,0.000160183,NA,protein_coding,AQP1
ENSDARG00000014031,abcc2,2462.437765,0.612380735,0.000163034,0.010413232,protein_coding,ABCC2
ENSDARG00000058820,bin1,1713.640206,-0.291117204,0.000164082,0.010447431,protein_coding,BIN1
ENSDARG00000092649,mdh1b,6460.34523,-0.383777313,0.000167285,0.010592717,polymorphic_pseudogene,MDH1
ENSDARG00000075016,APOB (3 of 3),7021.448781,-0.761309154,0.000167404,0.010592717,protein_coding,APOB
ENSDARG00000016867,rnf128a,2654.292834,0.386652481,0.000174692,0.011019633,protein_coding,RNF128
ENSDARG00000007576,crybb1l1,11939.58045,0.31351813,0.00017542,0.011031399,protein_coding,CRYBB1
ENSDARG00000009477,prkar2ab,188.1023271,-0.665555932,0.000177463,0.011108348,protein_coding,PRKAR2A
ENSDARG00000071694,ndc80,1680.925282,-0.350868651,0.000177734,0.011108348,protein_coding,NDC80
ENSDARG00000079092,gprc5c,1271.157844,0.39700086,0.00017912,0.011160185,protein_coding,GPRC5C
ENSDARG00000096365,si:ch211-195m9.3,1426.015462,0.57855451,0.000179658,0.011160185,protein_coding,NA
ENSDARG00000091434,CLRN3,276.4939561,0.533416521,0.000180754,0.011194095,protein_coding,NA
ENSDARG00000058108,EPS8L2 (1 of 2),3172.359066,0.309073364,0.000184972,0.011420609,protein_coding,EPS8L2
ENSDARG00000093488,si:dkey-98b14.1,521.1544278,0.414960861,0.000188003,0.011572723,processed_transcript,NA
ENSDARG00000017775,atp5g3a,9428.188645,-0.399613105,0.000191212,0.011734746,protein_coding,ATP5G3
ENSDARG00000031678,COL5A2 (1 of 2),60322.56227,-0.215794709,0.000193211,0.011821825,protein_coding,COL5A2
ENSDARG00000092391,CU207259.2,18.319921,-0.838530149,0.000193535,NA,protein_coding,NA
ENSDARG00000008434,bcl2l1,1115.202008,0.261896708,0.000195713,0.011939069,protein_coding,BCL2L1
ENSDARG00000019128,tpm4b,2473.236035,-0.281960609,0.000196917,0.011966123,protein_coding,TPM4
ENSDARG00000037425,s100a10a,2311.945828,0.481610311,0.000197331,0.011966123,protein_coding,S100A10
ENSDARG00000074712,si:ch211-186e20.2,1889.556029,0.617119659,0.000198153,0.01196772,protein_coding,SERPINA6
ENSDARG00000033443,mdm2,1592.84971,0.338977467,0.000199529,0.01196772,protein_coding,MDM2
ENSDARG00000019222,mrpl24,1053.042884,-0.403589287,0.000199618,0.01196772,protein_coding,MRPL24
ENSDARG00000045889,tmprss2,432.3434844,0.468812937,0.000199707,0.01196772,protein_coding,TMPRSS2
ENSDARG00000071216,ENDOD1 (8 of 9),445.4045789,0.840273099,0.000202666,0.01210944,protein_coding,NA
ENSDARG00000079146,smarcal1,2815.7856,0.383412102,0.000204401,0.012163296,protein_coding,SMARCAL1
ENSDARG00000006983,celf3b,734.5180921,0.447061918,0.000204761,0.012163296,protein_coding,CELF3
ENSDARG00000089920,MLIP,1568.291791,0.656145353,0.000205982,0.012200249,protein_coding,MLIP
ENSDARG00000021154,PRODH2,361.3729828,0.592160136,0.000207216,0.012220296,protein_coding,PRODH2
ENSDARG00000086407,SH3D19 (2 of 2),1773.59061,-0.336804634,0.00020752,0.012220296,protein_coding,SH3D19
ENSDARG00000087238,si:ch211-161h7.4,1511.753804,-0.292550724,0.000208127,0.012220688,protein_coding,NA
ENSDARG00000018406,TFR2,106.9411247,0.725067677,0.000210513,0.01232531,protein_coding,TFR2
ENSDARG00000070627,dre-mir-2185-3,14.25363323,0.836864907,0.000212258,NA,protein_coding,NA
ENSDARG00000051939,pc,2210.108978,0.430728881,0.0002157,0.01259278,protein_coding,PC
ENSDARG00000019986,grhprb,2836.604703,0.62585832,0.000223087,0.012986867,protein_coding,GRHPR
ENSDARG00000063627,bop1,2375.32307,-0.344360428,0.000224301,0.013020337,protein_coding,KM-PA-2
ENSDARG00000086028,IGFN1 (3 of 3),2371.967712,-0.37833375,0.000226751,0.013125149,protein_coding,IGFN1
ENSDARG00000068644,urah,637.999017,-0.384614484,0.000230558,0.0133077,protein_coding,AC133919.6
ENSDARG00000095635,si:dkey-261j4.5,517.3271556,0.438533173,0.000231348,0.013315588,protein_coding,NA
ENSDARG00000002167,cacnb1,5406.349226,-0.306129989,0.000234603,0.013464864,protein_coding,CACNB1
ENSDARG00000062651,zc3hc1,945.4876332,-0.373859463,0.000236246,0.013487387,protein_coding,ZC3HC1
ENSDARG00000078847,si:dkey-238o13.4,472.0100016,-0.469533145,0.000236319,0.013487387,protein_coding,NA
ENSDARG00000074531,spag9a,1253.417183,0.247076206,0.000238618,0.013580541,protein_coding,SPAG9
ENSDARG00000024928,ITIH4,6196.448794,0.529926625,0.000244803,0.013893776,protein_coding,ITIH4
ENSDARG00000090962,NAT14,435.2809169,-0.452019532,0.000246148,0.013931272,protein_coding,NAT14
ENSDARG00000026376,aco1,1961.236788,-0.468480394,0.000249898,0.014087992,protein_coding,ACO1
ENSDARG00000052336,ociad2,798.4631844,0.567157484,0.000251087,0.014087992,protein_coding,OCIAD2
ENSDARG00000087935,CR450808.2,165.28593,-0.609232744,0.000252033,0.014087992,protein_coding,NA
ENSDARG00000074570,FP016199.1,1354.233183,0.423510206,0.000252148,0.014087992,protein_coding,RP4-539M6.19
ENSDARG00000059238,rtn4b,8158.622327,0.204079584,0.000252374,0.014087992,protein_coding,NA
ENSDARG00000043035,CAPN3 (2 of 2),1808.547664,-0.378496988,0.000253964,0.014138031,protein_coding,CAPN3
ENSDARG00000035768,pltp,1597.24481,-0.338822643,0.000257756,0.01431004,protein_coding,PLTP
ENSDARG00000096426,si:dkey-283b1.6,407.8672442,0.582667612,0.000260496,0.014422826,protein_coding,NA
ENSDARG00000095167,si:dkeyp-66d7.4,538.8648709,0.454777227,0.000261771,0.014424005,processed_transcript,NA
ENSDARG00000015495,klf3,2432.227768,0.520292521,0.000261933,0.014424005,protein_coding,KLF3
ENSDARG00000074029,STX19,21.51529496,0.829569516,0.000267712,NA,protein_coding,STX19
ENSDARG00000042904,foxo3b,6752.323867,0.284639217,0.000270017,0.014829092,protein_coding,FOXO3
ENSDARG00000011983,zgc:136908,2074.207054,0.612910623,0.000271157,0.014851686,protein_coding,VCP
ENSDARG00000013489,GLTSCR2,3827.472458,0.527558054,0.000272138,0.014865459,protein_coding,GLTSCR2
ENSDARG00000031317,ppdpfb,8098.410084,-0.396433768,0.000276464,0.015061368,protein_coding,PPDPF
ENSDARG00000030722,xirp1,1988.507854,-0.414044847,0.000280147,0.01522134,protein_coding,XIRP1
ENSDARG00000068507,crybb1,14989.49312,0.331305526,0.000283035,0.015337316,protein_coding,CRYBB1
ENSDARG00000038716,casq1a,54784.77067,-0.408507803,0.000287402,0.015532687,protein_coding,CASQ1
ENSDARG00000056090,capza1b,15949.32133,-0.201405633,0.000289216,0.015589345,protein_coding,CAPZA1
ENSDARG00000040024,gpd1l,915.9613265,-0.325309861,0.000295275,0.015873966,protein_coding,GPD1L
ENSDARG00000045976,sidt2,1358.257494,0.245165584,0.00030081,0.016128967,protein_coding,SIDT2
ENSDARG00000026072,pdcd5,2047.887603,-0.320004926,0.000303411,0.016225704,protein_coding,PDCD5
ENSDARG00000075617,wu:fu71h07,210.8041369,0.64393112,0.000308538,0.016411538,protein_coding,NA
ENSDARG00000091271,CENPT,914.8792712,-0.309995118,0.000309761,0.016411538,protein_coding,CENPT
ENSDARG00000051783,rplp0,99241.77503,0.145586895,0.000310405,0.016411538,protein_coding,RPLP0
ENSDARG00000016736,bcan,2199.299133,0.301609478,0.000310759,0.016411538,protein_coding,BCAN
ENSDARG00000041911,si:ch211-245h14.1,335.9414799,0.376859256,0.000310913,0.016411538,protein_coding,NA
ENSDARG00000092110,si:ch1073-470i20.2,3883.453914,-0.396614533,0.000312415,0.016448207,processed_transcript,NA
ENSDARG00000088268,OTOS,752.9104954,-0.64003136,0.000313546,0.016465183,protein_coding,OTOS
ENSDARG00000043722,cpa4,4387.979805,0.685456534,0.000316185,0.016561127,protein_coding,CPA4
ENSDARG00000040110,kif20bb,1424.126787,-0.281496688,0.000317402,0.016582246,processed_transcript,NA
ENSDARG00000020850,eef1a1l1,485856.2874,0.270994354,0.000319089,0.016627743,protein_coding,EEF1A2
ENSDARG00000094473,FHAD1 (2 of 2),254.0131595,0.797856203,0.000325516,0.016893879,protein_coding,FHAD1
ENSDARG00000009443,zgc:92137,32152.38405,0.566579011,0.000325855,0.016893879,protein_coding,AMY2B
ENSDARG00000044622,POLQ,441.660038,-0.371225508,0.000326834,0.016901655,protein_coding,POLQ
ENSDARG00000017314,CELA1 (1 of 8),78854.90485,0.508558445,0.00032791,0.016914343,protein_coding,CELA1
ENSDARG00000077395,si:dkey-81n2.2,35.68165875,-0.816302633,0.000337161,NA,protein_coding,NA
ENSDARG00000052307,lmbrd1,2102.809381,0.303110714,0.000343115,0.017653939,protein_coding,LMBRD1
ENSDARG00000079675,SYNPO2 (1 of 2),5179.197449,-0.386992441,0.000344914,0.017701815,protein_coding,SYNPO2
ENSDARG00000029822,cel.2,8653.589934,0.509369185,0.000355112,0.018179411,protein_coding,CEL
ENSDARG00000003113,ada,6850.798035,0.451651869,0.000356092,0.018183874,protein_coding,ADA
ENSDARG00000041179,crygm5,1821.614032,0.341096709,0.000360394,0.018355379,protein_coding,NA
ENSDARG00000037894,ezh1,411.3951968,0.386008364,0.000361252,0.018355379,protein_coding,EZH1
ENSDARG00000003675,cryl1,1311.980321,-0.418066072,0.000363584,0.018427932,protein_coding,CRYL1
ENSDARG00000052942,aspg,1308.6173,0.360159128,0.000367637,0.018562702,protein_coding,ASPG
ENSDARG00000091834,MUC13 (2 of 2),1782.42877,0.674709362,0.000368065,0.018562702,protein_coding,MUC13
ENSDARG00000019294,cbln8,1113.777957,0.647819576,0.000369496,0.018572662,protein_coding,NA
ENSDARG00000019318,CR354540.2,5063.92879,-0.210489854,0.000370086,0.018572662,protein_coding,ASPH
ENSDARG00000069335,BCL6B,701.1737352,-0.398973204,0.000376935,0.018858432,protein_coding,BCL6B
ENSDARG00000094727,NMRK2 (1 of 3),3280.805687,-0.222076786,0.000377631,0.018858432,protein_coding,NMRK2
ENSDARG00000029766,nr1i2,895.6233295,0.400193234,0.000382454,0.019052581,protein_coding,NR1I2
ENSDARG00000068969,zgc:153759,215.1411727,-0.738844778,0.000386973,0.019151116,protein_coding,TNFRSF14
ENSDARG00000094377,samd10b,402.9758827,0.41423423,0.000387493,0.019151116,protein_coding,SAMD10
ENSDARG00000036189,ASB5 (2 of 2),139.8718024,0.722868054,0.000388132,0.019151116,protein_coding,ASB5
ENSDARG00000036456,anxa4,7008.814237,0.324033164,0.000388192,0.019151116,protein_coding,ANXA4
ENSDARG00000062494,OLFML1,1245.617585,-0.472075658,0.000391998,0.01927023,protein_coding,OLFML1
ENSDARG00000063190,zranb1b,561.7529779,0.611889724,0.000392498,0.01927023,protein_coding,ZRANB1
ENSDARG00000094438,plac8.2,1209.335743,0.577963435,0.000393538,0.019274866,protein_coding,PLAC8
ENSDARG00000052470,igfbp2a,2988.804516,0.378674723,0.000401291,0.019607449,protein_coding,IGFBP2
ENSDARG00000001976,si:ch211-13k12.1,269.1489961,0.54893553,0.000402948,0.019641313,protein_coding,FKBP8
ENSDARG00000002644,rgs5a,4613.435231,0.234365969,0.00041854,0.020352638,protein_coding,RGS5
ENSDARG00000078674,hspb9,719.6438235,-0.717216002,0.000425645,0.020648872,protein_coding,HSPB7
ENSDARG00000096046,si:ch211-209p16.4,6289.723979,0.222419613,0.000431607,0.02088833,antisense,NA
ENSDARG00000075958,si:dkey-266f7.9,288.3158103,0.679500115,0.00043313,0.020912386,protein_coding,NA
ENSDARG00000096077,si:dkey-93h22.6,2310.168299,0.31518367,0.00043766,0.021081153,protein_coding,MGEA5
ENSDARG00000018961,gtpbp4,6548.518946,0.546963945,0.000441001,0.021191972,protein_coding,GTPBP4
ENSDARG00000024847,col5a2b,10108.26862,-0.531286637,0.000449128,0.021531735,protein_coding,COL5A2
ENSDARG00000075697,CU466279.1,1880.999615,0.335062022,0.000455957,0.021807821,protein_coding,NA
ENSDARG00000095965,si:ch211-268b13.5,244.3789664,0.452737751,0.000458242,0.021865766,processed_transcript,NA
ENSDARG00000038639,elovl6l,891.1277171,0.423485294,0.000461706,0.021979564,protein_coding,ELOVL6
ENSDARG00000094242,si:dkey-20i20.13,176.1787377,0.689244129,0.000464277,0.02205045,protein_coding,NA
ENSDARG00000031240,kidins220a,1327.085889,0.55833534,0.000469351,0.022239585,protein_coding,KIDINS220
ENSDARG00000090185,WFDC8,2716.712894,0.377070668,0.000473617,0.02238965,protein_coding,NA
ENSDARG00000087911,PSME4 (2 of 4),1457.495994,0.592778772,0.000476666,0.022481619,protein_coding,PSME4
ENSDARG00000016483,BAIAP2L2 (1 of 2),293.2471788,0.495562073,0.000480837,0.022625991,protein_coding,BAIAP2L2
ENSDARG00000003854,ACSL1 (2 of 2),5389.504671,-0.343121142,0.00048999,0.022942003,protein_coding,ACSL1
ENSDARG00000009040,zgc:73324,4067.976684,0.279669848,0.000490183,0.022942003,protein_coding,COQ10B
ENSDARG00000088202,sh3d19,1786.912456,-0.282949349,0.000490931,0.022942003,protein_coding,SH3D19
ENSDARG00000079166,ace,1595.743105,0.523045538,0.000497111,0.023177657,protein_coding,ACE
ENSDARG00000022650,cyp2ad3,1213.710822,0.518876831,0.000507583,0.023593858,protein_coding,CYP2J2
ENSDARG00000069194,mycbpap,111.7970073,0.563575255,0.000508354,0.023593858,protein_coding,MYCBPAP
ENSDARG00000027491,uros,843.4973239,0.523082672,0.000512007,0.023709423,protein_coding,UROS
ENSDARG00000068217,STX2 (1 of 2),560.6136095,0.409928355,0.000515731,0.023814421,protein_coding,STX2
ENSDARG00000040076,pycard,2073.383731,-0.470983148,0.000517104,0.023814421,protein_coding,NA
ENSDARG00000076735,si:dkey-193c22.2,878.6197588,-0.253741357,0.000517781,0.023814421,protein_coding,CSPG4
ENSDARG00000010946,cbsb,1494.653057,0.501139308,0.000528732,0.024263323,protein_coding,CBS
ENSDARG00000020169,fahd2a,3111.155344,-0.216302998,0.000531255,0.024324328,protein_coding,FAHD2A
ENSDARG00000007737,zyg11,2922.197941,0.400058746,0.00053506,0.02443626,protein_coding,ZYG11B
ENSDARG00000056875,rgs2,2972.742897,0.568009934,0.000536099,0.02443626,protein_coding,RGS2
ENSDARG00000038429,csrnp1b,3758.997013,0.291677474,0.000539136,0.024519877,protein_coding,CSRNP1
ENSDARG00000012592,polr2b,3175.963145,-0.211620537,0.000542499,0.024617837,protein_coding,POLR2B
ENSDARG00000026039,cyp1a,2345.958532,0.430745169,0.000547902,0.024807792,protein_coding,CYP1A2
ENSDARG00000004078,acsl4a,3119.419389,0.386313603,0.000549998,0.024815981,protein_coding,ACSL4
ENSDARG00000077785,ATF5 (2 of 2),2396.597916,0.448948477,0.000550519,0.024815981,protein_coding,ATF5
ENSDARG00000015476,iqch,112.235578,0.749023694,0.000552826,0.024864986,protein_coding,IQCH
ENSDARG00000032584,thnsl2,846.7136821,-0.389214349,0.000564405,0.025314831,protein_coding,THNSL2
ENSDARG00000056998,kirrelb,514.9063671,0.327750218,0.000565313,0.025314831,protein_coding,KIRREL
ENSDARG00000076623,COL14A1 (2 of 2),6230.392383,-0.288611355,0.000568995,0.025423856,protein_coding,COL12A1
